crop_type,soil_moisture,temperature,rainfall,irrigation_amount_mm
maize,22.3,35.97,0.81,44.72
maize,62.46,22.34,19.24,18.74
maize,29.15,41.71,2.03,43.8
maize,14.92,16.86,43.17,18.21
maize,68.59,23.17,38.52,9.6
maize,52.14,33.06,67.82,9.6
maize,25.9,33.52,0.8,42.73
maize,28.0,15.29,5.03,35.62
maize,32.56,36.47,11.64,35.12
maize,65.99,32.31,24.28,18.26
maize,37.98,22.66,1.72,32.85
maize,20.09,27.93,10.02,39.01
maize,47.51,43.12,13.0,29.71
maize,13.77,16.56,0.5,42.14
maize,54.6,35.32,2.19,31.42
maize,28.07,18.71,6.99,33.06
maize,25.28,27.11,7.85,36.04
maize,60.19,27.92,11.23,24.58
maize,43.7,15.98,3.3,28.49
maize,22.61,14.07,52.66,9.6
maize,11.32,38.09,23.27,38.69
maize,18.74,34.41,15.44,38.29
maize,56.96,42.81,17.66,26.39
maize,60.53,17.33,1.13,24.5
maize,52.2,24.09,37.89,9.6
maize,66.87,19.05,6.17,23.72
maize,34.14,11.79,10.29,27.61
maize,31.04,37.05,24.38,28.51
maize,19.2,22.83,7.01,38.86
maize,52.43,16.66,6.85,21.91
maize,16.35,31.99,1.94,47.77
maize,64.68,29.39,2.88,26.33
maize,32.72,39.51,15.5,35.96
maize,63.64,42.19,1.49,35.48
maize,42.65,35.92,21.22,24.16
maize,57.85,35.2,1.35,32.75
maize,37.83,16.09,6.18,28.31
maize,42.99,31.69,16.34,26.09
maize,60.18,17.54,1.93,24.76
maize,68.49,39.49,10.42,29.67
maize,68.89,13.41,5.42,21.2
maize,65.7,12.3,11.96,21.95
maize,45.45,32.85,4.43,33.31
maize,21.7,38.94,12.41,40.3
maize,55.73,34.98,3.49,32.63
maize,35.93,43.83,9.03,38.45
maize,18.57,23.63,45.46,20.87
maize,62.88,22.26,1.3,26.46
maize,53.47,20.9,22.91,14.61
maize,56.67,23.38,8.78,19.52
maize,32.57,22.86,11.2,29.42
maize,41.46,33.48,4.71,35.39
maize,26.65,42.67,19.29,39.52
maize,11.76,31.63,10.69,44.78
maize,42.74,22.58,1.27,29.14
maize,13.16,11.31,18.94,29.5
maize,42.29,27.8,4.18,30.24
maize,21.4,26.12,5.06,40.37
maize,24.85,32.58,15.79,34.79
maize,14.39,19.58,58.68,15.16
maize,45.78,34.84,0.11,33.75
maize,44.15,42.23,51.83,12.44
maize,42.43,26.04,43.51,10.15
maize,37.94,18.41,9.52,27.11
maize,37.33,30.38,6.62,33.36
maize,59.81,33.24,6.2,27.11
maize,66.13,41.93,3.52,34.16
maize,41.8,10.97,4.25,28.92
maize,37.58,32.0,12.22,29.77
maize,43.9,13.08,8.01,26.19
maize,55.01,34.27,70.07,9.6
maize,29.77,25.42,29.17,20.78
maize,51.05,40.89,3.41,32.96
maize,28.88,27.92,42.37,19.4
maize,12.87,22.33,29.13,27.97
maize,35.49,23.49,37.05,15.54
maize,55.72,27.68,66.81,9.6
maize,25.74,25.26,2.56,38.46
maize,66.85,36.84,4.69,33.58
maize,66.48,40.86,10.86,30.69
maize,56.48,29.68,12.07,22.04
maize,11.26,35.3,0.5,48.0
maize,45.72,28.87,52.02,9.6
maize,43.1,39.44,86.4,9.6
maize,35.82,21.21,35.57,16.56
maize,34.34,11.44,6.4,28.03
maize,25.91,34.01,44.58,22.16
maize,13.32,28.83,1.1,45.39
maize,66.04,36.82,16.09,26.21
maize,68.14,34.99,38.79,14.99
maize,41.03,14.1,11.27,24.77
maize,38.95,31.79,0.15,34.92
maize,21.69,27.2,45.09,18.02
maize,52.88,31.13,5.33,25.74
maize,34.65,17.62,50.73,9.6
maize,11.55,17.76,22.74,30.52
maize,22.07,12.8,9.65,34.63
maize,64.91,39.91,17.24,27.14
maize,13.14,37.4,28.01,36.4
maize,23.97,39.59,19.48,38.75
maize,68.85,15.45,3.84,25.03
maize,21.21,12.33,98.16,9.6
maize,11.49,39.23,6.82,48.0
maize,64.1,42.42,0.14,37.5
maize,14.52,18.76,16.6,33.82
maize,46.42,16.6,24.52,16.84
maize,68.04,19.4,10.24,21.62
maize,40.17,15.06,8.75,24.79
maize,30.05,28.26,13.22,31.15
maize,13.18,36.42,46.57,28.76
maize,24.41,21.32,3.05,35.6
maize,31.37,34.4,12.32,35.17
maize,33.19,24.71,12.39,30.75
maize,26.24,22.97,12.62,32.71
maize,62.9,42.97,20.18,26.28
maize,34.62,26.47,0.76,35.0
maize,21.46,37.67,9.08,40.84
maize,61.26,36.21,4.77,28.62
maize,17.05,18.82,38.03,23.64
maize,45.78,22.81,24.68,21.14
maize,41.4,14.09,2.07,29.92
maize,28.5,40.43,21.66,33.91
maize,24.87,11.27,1.61,35.24
maize,32.28,27.56,19.39,29.07
maize,16.79,24.22,9.96,40.44
maize,20.3,38.27,17.71,38.87
maize,43.35,34.48,7.97,32.2
maize,41.48,32.38,6.19,31.19
maize,64.41,30.56,1.34,32.73
maize,57.65,27.31,33.77,12.37
maize,26.06,24.37,34.33,22.62
maize,61.54,13.11,30.04,11.97
maize,29.24,16.24,4.1,31.0
maize,29.23,14.72,5.27,31.96
maize,44.34,25.46,6.39,29.03
maize,55.41,21.62,20.46,17.65
maize,19.12,14.56,6.36,35.81
maize,13.8,14.61,29.36,28.71
maize,48.03,18.86,12.16,24.33
maize,23.99,40.25,5.55,44.39
maize,51.65,10.56,6.99,23.42
maize,14.36,37.65,3.68,44.94
maize,50.62,38.11,12.38,29.09
maize,31.33,38.31,5.24,41.74
maize,44.27,36.09,7.15,31.66
maize,59.08,42.55,11.81,27.11
maize,49.69,41.61,1.56,35.95
maize,59.42,40.0,8.04,29.31
maize,15.36,25.32,3.93,44.01
maize,14.53,38.97,8.37,45.04
maize,45.76,13.14,6.17,24.55
maize,23.42,42.67,6.34,46.72
maize,19.66,29.71,43.18,23.01
maize,61.71,26.7,78.22,9.6
maize,50.75,12.59,74.07,9.6
maize,43.47,20.65,1.36,28.27
maize,10.09,25.74,27.2,31.95
maize,19.58,15.74,5.04,35.7
maize,57.57,41.7,55.39,9.6
maize,29.7,13.95,30.61,19.38
maize,48.17,15.77,8.43,24.11
maize,37.2,44.62,0.84,40.64
maize,31.3,26.87,10.49,34.42
maize,62.48,42.86,24.53,22.31
maize,61.03,29.27,26.22,16.15
maize,29.01,26.36,5.04,33.86
maize,67.7,20.95,1.55,25.37
maize,16.63,17.68,9.36,36.4
maize,36.0,37.99,20.18,27.45
maize,28.99,37.09,0.8,41.47
maize,10.77,37.84,9.73,46.19
maize,65.95,40.08,18.56,24.8
maize,38.93,28.21,55.48,9.6
maize,22.81,33.66,7.79,41.41
sugarcane,65.89,13.12,10.75,46.53
sugarcane,47.15,15.58,51.64,33.17
sugarcane,64.88,15.84,1.94,51.05
sugarcane,36.93,30.97,1.12,67.01
sugarcane,23.61,42.6,35.86,63.88
sugarcane,26.51,41.84,15.07,68.8
sugarcane,14.31,41.82,47.47,60.39
sugarcane,28.2,23.75,2.97,67.86
sugarcane,44.68,43.53,10.49,66.12
sugarcane,30.41,39.96,8.56,70.68
sugarcane,21.57,16.69,21.96,62.38
sugarcane,22.35,21.26,9.4,66.34
sugarcane,66.59,42.61,3.48,58.34
sugarcane,40.6,26.12,34.65,48.01
sugarcane,65.8,23.42,10.15,46.61
sugarcane,21.97,11.32,15.47,63.5
sugarcane,25.75,11.83,3.94,68.82
sugarcane,38.98,24.56,57.15,38.0
sugarcane,22.03,17.54,5.18,68.62
sugarcane,64.65,31.54,7.96,51.6
sugarcane,66.06,11.7,3.54,53.73
sugarcane,12.37,24.11,15.71,71.68
sugarcane,51.88,32.33,5.8,60.21
sugarcane,17.73,43.17,9.67,76.91
sugarcane,29.04,36.82,10.34,71.68
sugarcane,62.03,33.56,0.72,58.02
sugarcane,43.98,36.72,2.2,68.16
sugarcane,11.21,36.35,9.63,77.99
sugarcane,36.81,10.25,25.67,53.28
sugarcane,50.64,34.59,46.85,38.18
sugarcane,41.88,23.99,46.09,39.39
sugarcane,17.59,39.49,6.75,79.71
sugarcane,49.63,26.48,3.33,59.41
sugarcane,34.8,29.13,8.59,65.66
sugarcane,54.92,38.98,22.13,54.67
sugarcane,60.1,39.49,5.42,59.88
sugarcane,35.77,26.47,2.57,65.78
sugarcane,15.0,42.5,13.0,76.32
sugarcane,50.02,41.91,6.36,64.19
sugarcane,21.21,39.09,21.84,69.09
sugarcane,31.04,23.19,11.44,62.34
sugarcane,58.35,19.79,3.19,52.72
sugarcane,40.26,40.3,4.14,69.35
sugarcane,54.86,29.27,25.46,47.08
sugarcane,67.58,37.74,13.89,51.79
sugarcane,69.06,23.42,2.48,52.62
sugarcane,50.0,19.95,13.22,50.64
sugarcane,60.17,19.27,8.93,53.41
sugarcane,42.26,33.23,22.99,58.99
sugarcane,19.04,42.64,7.24,76.85
sugarcane,53.77,10.71,3.44,57.41
sugarcane,41.64,42.55,9.92,67.02
sugarcane,39.43,14.19,24.34,52.43
sugarcane,64.65,43.02,11.02,55.98
sugarcane,50.63,37.25,2.11,64.17
sugarcane,39.85,15.42,3.03,62.44
sugarcane,31.9,25.14,14.64,62.14
sugarcane,20.96,30.09,15.22,67.54
sugarcane,43.4,35.84,6.13,64.92
sugarcane,39.05,32.68,0.28,71.37
sugarcane,49.24,31.65,5.56,61.81
sugarcane,17.63,22.49,13.47,68.83
sugarcane,60.13,11.53,4.05,50.5
sugarcane,14.02,10.99,4.21,74.37
sugarcane,62.89,24.56,19.11,45.46
sugarcane,21.48,28.1,35.8,58.58
sugarcane,58.26,12.3,17.69,47.97
sugarcane,17.35,28.69,31.74,61.78
sugarcane,34.6,26.87,1.1,66.97
sugarcane,66.71,19.89,9.27,46.09
sugarcane,50.28,15.68,10.0,55.05
sugarcane,47.58,33.42,2.02,65.29
sugarcane,66.75,14.64,22.35,41.63
sugarcane,53.2,36.38,3.71,62.34
sugarcane,36.58,31.62,22.04,58.44
sugarcane,59.37,28.14,9.29,54.46
sugarcane,28.87,30.33,19.63,65.74
sugarcane,51.96,34.89,0.8,62.09
sugarcane,61.58,26.04,4.57,54.01
sugarcane,63.21,23.24,20.78,41.78
sugarcane,15.81,26.66,71.85,46.24
sugarcane,40.09,18.18,7.9,60.75
sugarcane,56.81,36.99,3.88,61.29
sugarcane,32.8,27.57,13.94,64.17
sugarcane,43.59,27.02,10.55,60.35
sugarcane,42.51,14.59,21.8,51.02
sugarcane,65.95,43.16,6.91,58.39
sugarcane,16.76,42.69,3.04,80.08
sugarcane,25.17,24.23,7.25,68.18
sugarcane,20.25,19.35,10.67,69.44
sugarcane,18.85,31.41,12.51,72.0
sugarcane,64.74,43.11,4.21,59.97
sugarcane,17.89,20.58,33.82,56.78
sugarcane,36.54,11.61,11.77,59.38
sugarcane,30.31,26.57,14.25,64.17
sugarcane,36.04,38.68,35.4,56.58
sugarcane,17.19,28.62,5.02,75.15
sugarcane,61.77,15.7,25.1,40.89
sugarcane,61.2,42.0,4.62,60.27
sugarcane,43.14,11.77,0.67,62.96
sugarcane,53.22,25.56,4.44,58.65
sugarcane,10.02,38.21,1.24,82.35
sugarcane,21.49,23.52,9.95,66.46
sugarcane,67.83,32.46,0.36,55.64
sugarcane,35.81,40.63,5.38,71.51
sugarcane,46.36,29.96,0.83,63.96
sugarcane,18.43,31.79,3.49,81.06
sugarcane,27.01,43.19,27.72,65.43
sugarcane,53.34,12.73,1.68,55.04
sugarcane,68.7,15.55,10.03,47.45
sugarcane,31.85,32.38,2.07,68.85
sugarcane,63.27,11.42,36.75,34.14
sugarcane,59.98,20.41,23.36,40.39
sugarcane,31.75,12.32,68.13,37.85
sugarcane,12.36,32.92,8.77,74.64
sugarcane,52.17,12.38,3.23,60.91
sugarcane,22.87,35.84,3.14,74.1
sugarcane,61.7,42.98,10.96,58.24
sugarcane,31.14,18.19,0.77,68.63
sugarcane,42.02,43.04,7.57,66.36
sugarcane,51.63,27.13,10.78,55.48
sugarcane,38.25,34.73,42.36,46.7
sugarcane,29.76,11.48,10.29,61.33
sugarcane,55.63,44.47,43.72,44.9
sugarcane,21.83,40.64,18.29,73.91
sugarcane,60.98,26.8,7.01,50.27
sugarcane,39.59,30.27,3.14,66.91
sugarcane,48.0,13.48,13.9,54.21
sugarcane,17.26,12.75,11.24,70.7
sugarcane,15.35,25.08,2.88,72.88
sugarcane,69.23,29.64,17.44,46.66
sugarcane,68.55,20.02,8.27,47.95
sugarcane,48.99,10.86,24.93,44.59
sugarcane,13.7,15.69,33.81,59.12
sugarcane,51.16,18.75,1.02,59.23
sugarcane,34.27,22.73,3.67,68.24
sugarcane,50.18,43.97,2.9,65.13
sugarcane,36.8,18.9,26.16,54.91
sugarcane,39.12,29.02,5.45,63.69
sugarcane,51.4,23.66,8.06,56.99
sugarcane,38.15,22.87,1.59,66.56
sugarcane,49.95,20.02,9.25,52.77
sugarcane,21.61,17.36,0.35,71.61
sugarcane,23.65,19.79,2.04,70.41
sugarcane,48.36,12.63,2.16,56.87
sugarcane,52.48,29.51,4.44,61.56
sugarcane,49.05,14.07,11.53,51.43
sugarcane,46.24,40.5,102.25,38.47
sugarcane,46.47,24.16,3.83,60.38
sugarcane,32.04,41.98,6.89,70.15
sugarcane,32.41,23.42,27.18,56.73
sugarcane,30.05,38.63,0.59,77.74
sugarcane,62.25,27.95,7.62,56.24
sugarcane,10.77,40.5,8.88,80.61
sugarcane,30.58,14.84,8.68,59.8
sugarcane,50.72,24.73,48.82,36.26
sugarcane,45.96,38.26,1.74,65.03
sugarcane,44.17,40.14,1.22,67.76
sugarcane,14.35,39.76,3.59,82.16
sugarcane,59.97,14.38,2.09,56.71
sugarcane,43.41,43.12,8.04,68.94
sugarcane,65.83,39.29,81.0,27.79
sugarcane,11.35,13.95,14.1,68.74
sugarcane,24.35,37.54,0.87,78.64
sugarcane,32.16,27.7,12.33,62.94
sugarcane,46.76,30.49,11.9,60.94
sugarcane,48.43,19.08,1.33,58.86
sugarcane,40.01,39.42,18.12,61.84
sugarcane,57.34,22.28,7.78,51.11
sugarcane,13.67,30.68,67.95,49.23
sugarcane,20.01,11.63,22.68,62.46
sugarcane,52.24,43.1,7.89,62.75
sugarcane,49.72,26.27,14.94,52.41
sugarcane,40.47,28.5,24.96,54.13
sugarcane,54.13,33.23,1.81,61.79
sugarcane,63.65,42.2,0.85,64.28
sugarcane,59.24,11.32,6.86,49.91
sugarcane,54.78,10.29,2.77,55.92
sugarcane,44.85,35.0,37.27,50.46
sugarcane,33.66,10.04,1.92,67.46
sugarcane,42.07,33.63,8.11,64.46
sugarcane,14.45,16.72,27.49,64.12
sugarcane,53.49,41.32,1.88,66.67
sugarcane,20.6,30.31,35.16,57.19
sugarcane,29.21,33.46,3.12,70.18
sugarcane,22.67,20.96,2.96,72.17
sugarcane,64.11,23.9,4.22,49.49
sugarcane,54.67,43.99,8.64,61.6
sugarcane,61.66,29.81,2.57,56.85
sugarcane,49.04,41.14,8.71,66.72
sugarcane,64.07,36.27,10.06,51.94
sugarcane,69.02,33.36,0.67,58.96
sugarcane,29.6,31.82,0.87,72.66
sugarcane,29.96,25.34,4.57,67.5
sugarcane,19.88,34.12,10.84,72.11
sugarcane,45.51,12.53,2.39,58.54
sugarcane,14.39,38.43,20.94,73.42
sugarcane,50.16,26.69,15.42,55.6
sugarcane,12.3,31.75,22.57,66.27
sugarcane,26.65,32.5,17.7,65.92
sugarcane,62.26,21.98,22.03,45.01
sugarcane,41.67,28.12,12.94,60.02
sugarcane,54.96,43.76,1.15,69.43
sugarcane,38.95,13.28,21.92,54.17
sugarcane,54.83,20.91,5.48,54.18
sugarcane,45.58,42.76,17.0,62.64
sugarcane,34.87,34.13,6.32,69.66
sugarcane,31.32,11.72,0.47,69.34
sugarcane,43.25,36.67,11.56,61.23
sugarcane,36.84,12.53,46.23,41.07
sugarcane,23.4,42.28,8.32,76.02
sugarcane,65.85,10.19,20.69,42.61
sugarcane,64.18,14.89,1.52,53.16
sugarcane,42.54,28.46,2.28,64.67
sugarcane,10.05,38.35,1.37,84.94
sugarcane,22.52,33.28,1.23,76.66
sugarcane,46.23,15.74,19.97,50.44
sugarcane,45.97,15.99,20.3,48.11
sugarcane,28.16,33.18,2.58,71.92
sugarcane,35.52,18.65,20.7,55.99
sugarcane,25.72,40.86,33.36,62.53
sugarcane,15.26,23.7,18.74,65.14
sugarcane,49.57,31.86,4.98,60.47
sugarcane,53.14,27.64,18.5,51.26
sugarcane,24.94,21.36,6.1,68.06
sugarcane,41.09,25.94,0.47,65.43
sugarcane,62.75,10.46,43.44,28.58
sugarcane,65.45,10.85,13.06,45.75
sugarcane,42.94,17.68,8.4,60.16
sugarcane,10.04,42.79,2.7,86.3
sugarcane,24.01,19.22,0.58,69.58
sugarcane,16.42,35.18,28.92,65.46
sugarcane,25.42,10.73,3.79,66.2
sugarcane,40.96,18.87,42.34,41.59
sugarcane,64.36,29.84,6.56,51.47
sugarcane,53.65,25.81,29.15,42.7
sugarcane,66.65,21.76,12.34,45.02
sugarcane,62.59,15.54,9.12,48.43
sugarcane,46.34,34.22,7.24,63.25
sugarcane,36.37,12.35,9.37,62.28
sugarcane,59.24,31.51,26.77,44.75
sugarcane,10.82,20.61,17.96,68.12
sugarcane,57.42,20.35,10.27,48.23
sugarcane,23.88,14.77,3.29,66.99
sugarcane,13.32,16.93,0.14,73.47
sugarcane,68.39,16.78,6.37,50.85
sugarcane,31.47,10.3,27.41,54.01
sugarcane,42.62,32.88,7.34,65.52
sugarcane,48.83,11.57,0.83,62.6
sugarcane,63.27,13.66,25.94,37.51
sugarcane,22.6,23.79,5.71,68.61
sugarcane,40.21,38.06,8.74,66.04
sugarcane,39.44,39.71,18.37,60.15
sugarcane,63.1,30.2,3.75,55.46
sugarcane,26.15,38.11,0.68,76.2
sugarcane,39.53,40.82,7.99,70.22
sugarcane,42.25,11.73,0.04,63.91
sugarcane,17.28,13.98,7.94,68.33
sugarcane,48.87,34.92,2.95,65.24
sugarcane,61.81,37.04,2.77,58.69
sugarcane,59.31,36.92,13.62,53.18
sugarcane,17.31,27.84,13.2,69.23
sugarcane,31.56,26.64,6.78,67.95
sugarcane,19.84,23.35,2.28,73.43
sugarcane,47.5,35.51,40.3,46.66
sugarcane,13.43,41.28,11.32,77.6
sugarcane,50.16,39.11,2.44,64.44
sugarcane,38.11,30.94,0.47,68.16
sugarcane,26.49,11.15,8.18,64.18
sugarcane,64.35,28.07,2.5,55.4
sugarcane,65.3,36.51,19.74,47.86
sugarcane,22.66,34.09,3.72,76.29
sugarcane,36.32,37.37,22.98,63.01
sugarcane,60.32,32.92,3.89,57.49
sugarcane,26.44,21.02,1.86,68.02
sugarcane,37.32,41.8,1.66,71.83
sugarcane,53.22,34.05,1.51,62.86
sugarcane,31.82,36.48,4.46,72.96
sugarcane,51.61,11.39,27.43,47.92
sugarcane,23.27,33.7,22.19,64.48
sugarcane,38.39,31.62,9.14,64.54
sugarcane,60.51,38.05,7.93,59.24
sugarcane,23.81,24.21,26.25,59.81
sugarcane,58.37,22.37,15.42,46.4
sugarcane,24.74,13.82,23.73,58.33
sugarcane,61.31,22.13,54.2,27.17
sugarcane,68.78,19.39,0.63,51.54
sugarcane,16.05,34.76,0.48,82.91
sugarcane,62.21,14.85,2.04,54.19
sugarcane,33.86,21.77,4.01,66.15
sugarcane,38.84,29.31,14.99,60.49
sugarcane,30.0,25.72,12.68,63.68
sugarcane,36.14,24.52,19.79,58.76
sugarcane,25.0,31.33,13.2,69.19
sugarcane,32.18,27.01,5.65,66.7
sugarcane,16.33,33.91,16.21,71.17
sugarcane,67.04,35.54,0.8,61.46
sugarcane,68.56,28.63,35.36,36.19
sugarcane,14.98,16.69,8.72,72.53
sugarcane,69.3,23.61,0.73,54.08
sugarcane,58.07,31.15,3.32,60.97
sugarcane,56.22,27.49,5.46,56.66
sugarcane,68.42,33.22,7.87,55.31
sugarcane,24.53,16.01,11.32,63.66
sugarcane,27.4,32.01,1.88,71.35
sugarcane,10.01,14.44,40.68,58.29
sugarcane,62.04,18.18,22.6,43.07
sugarcane,32.42,33.85,0.98,72.34
sugarcane,33.77,43.73,11.61,69.26
sugarcane,52.21,32.57,7.02,59.22
sugarcane,67.06,10.78,5.43,49.44
sugarcane,25.14,28.7,26.04,61.72
sugarcane,16.19,43.01,23.78,72.64
sugarcane,33.1,24.08,22.94,55.73
sugarcane,67.77,14.43,8.19,44.92
sugarcane,31.79,11.83,17.35,58.23
sugarcane,36.17,16.82,25.4,52.68
sugarcane,27.91,32.33,5.1,73.7
sugarcane,24.16,35.57,0.62,76.14
sugarcane,66.17,28.21,6.81,51.49
sugarcane,62.4,23.82,6.12,51.36
sugarcane,29.0,33.71,5.13,69.75
sugarcane,44.63,12.31,3.18,61.06
sugarcane,32.64,33.24,4.42,69.94
sugarcane,17.62,12.05,5.47,70.6
sugarcane,55.65,10.55,12.24,50.07
sugarcane,32.77,27.73,12.41,62.19
sugarcane,54.0,40.49,3.21,62.49
sugarcane,15.86,41.42,6.46,76.86
sugarcane,17.55,30.63,11.17,73.65
sugarcane,22.18,25.82,23.91,60.86
sugarcane,42.88,34.6,23.6,56.78
sugarcane,47.75,15.34,18.58,48.36
sugarcane,50.16,17.56,13.41,51.09
sugarcane,64.79,37.92,38.16,38.78
sugarcane,61.59,18.81,59.47,26.98
sugarcane,46.82,37.77,1.34,67.97
sugarcane,11.32,38.59,0.21,82.94
sugarcane,49.43,22.78,14.18,51.97
sugarcane,16.48,12.44,13.34,69.61
sugarcane,41.24,35.98,10.69,61.45
sugarcane,11.59,21.74,55.96,47.13
sugarcane,62.41,21.53,13.29,47.33
sugarcane,11.08,12.61,10.71,73.16
sugarcane,68.17,34.26,1.1,58.52
sugarcane,60.49,31.62,15.51,50.43
sugarcane,11.7,39.0,23.29,73.76
sugarcane,22.89,11.41,3.37,68.24
sugarcane,20.72,21.82,8.13,64.21
sugarcane,26.24,11.02,13.94,64.77
sugarcane,33.74,20.45,30.25,52.54
sugarcane,39.7,14.58,17.87,55.59
sugarcane,22.36,25.44,1.01,73.15
sugarcane,64.19,40.25,9.37,56.46
sugarcane,54.66,31.68,24.37,51.76
sugarcane,37.75,42.93,9.99,68.43
sugarcane,37.76,37.48,25.85,56.88
sugarcane,38.07,43.88,20.97,64.02
sugarcane,58.67,11.15,9.46,52.18
sugarcane,12.96,39.84,11.92,78.59
sugarcane,21.84,21.1,4.97,68.9
sugarcane,19.51,38.44,2.13,79.35
sugarcane,24.0,25.87,10.92,67.37
sugarcane,57.39,31.64,1.8,62.0
sugarcane,19.38,25.3,7.58,72.13
sugarcane,33.29,15.98,3.86,67.17
sugarcane,44.53,24.82,10.85,58.95
sugarcane,61.15,19.03,10.14,47.67
sugarcane,68.53,21.66,13.56,46.69
sugarcane,15.38,43.57,18.86,73.64
sugarcane,57.29,34.64,13.36,56.83
sugarcane,67.41,27.47,40.22,35.14
sugarcane,45.0,28.84,9.09,60.58
sugarcane,32.8,25.7,59.17,37.25
sugarcane,31.02,25.83,2.15,71.32
sugarcane,18.99,30.01,4.39,75.63
sugarcane,23.68,10.4,2.09,68.99
sugarcane,69.15,20.8,2.09,51.25
sugarcane,21.94,30.57,0.99,75.13
sugarcane,11.33,32.42,8.01,75.22
sugarcane,26.2,17.24,15.92,60.13
sugarcane,51.35,29.78,29.35,47.39
sugarcane,17.05,37.5,16.79,73.2
sugarcane,36.49,43.07,2.29,72.39
sugarcane,48.57,23.37,47.13,38.02
sugarcane,64.09,19.46,24.41,40.58
sugarcane,69.74,18.84,8.61,45.38
sugarcane,10.92,17.7,4.97,74.63
sugarcane,36.62,15.99,30.98,49.03
sugarcane,49.01,32.88,46.93,41.75
sugarcane,10.18,18.68,39.42,57.69
sugarcane,55.95,13.2,10.82,51.63
sugarcane,23.89,16.34,24.93,58.39
sugarcane,66.31,16.5,57.25,22.21
sugarcane,69.66,29.45,2.8,53.79
sugarcane,28.56,19.82,53.76,39.35
sugarcane,19.2,35.67,0.01,80.53
sugarcane,27.28,16.49,15.82,61.83
sugarcane,52.76,34.08,5.77,60.64
sugarcane,60.77,25.83,8.28,53.79
potato,19.41,24.92,11.56,37.04
potato,56.88,33.8,15.12,22.27
potato,64.57,10.63,12.21,16.71
potato,29.43,14.77,32.78,20.11
potato,38.25,40.73,13.22,35.67
potato,49.55,23.93,10.81,24.41
potato,58.18,23.08,7.37,22.83
potato,34.79,24.2,17.07,26.08
potato,14.03,30.78,22.18,35.99
potato,63.85,32.97,32.04,14.64
potato,39.12,28.97,37.71,16.6
potato,26.46,23.76,7.36,36.95
potato,27.21,19.4,29.61,22.67
potato,20.37,22.06,0.95,40.09
potato,26.2,36.89,32.44,28.1
potato,38.22,40.58,21.58,27.63
potato,40.78,33.48,28.19,22.59
potato,64.43,35.91,11.74,25.38
potato,41.78,22.17,11.03,24.78
potato,52.85,40.14,2.52,35.38
potato,37.09,24.28,17.45,27.04
potato,62.65,24.63,36.29,8.0
potato,69.59,13.71,3.98,20.53
potato,60.91,10.71,13.91,13.54
potato,26.62,40.18,5.0,42.0
potato,23.29,11.22,7.9,34.62
potato,27.35,38.31,24.17,35.96
potato,46.26,38.95,8.3,30.9
potato,26.53,19.28,11.52,28.55
potato,15.47,35.15,3.61,42.0
potato,21.82,24.45,3.88,36.94
potato,36.93,28.8,3.41,36.62
potato,19.35,40.81,8.53,42.0
potato,39.88,29.4,12.28,29.19
potato,52.42,16.21,4.36,22.35
potato,22.85,12.1,5.91,32.32
potato,18.62,34.85,11.44,40.76
potato,46.37,21.79,13.21,23.59
potato,28.94,13.04,3.78,31.89
potato,49.5,19.23,0.18,25.03
potato,41.14,31.2,49.4,9.73
potato,44.4,42.48,26.44,29.13
potato,29.38,18.3,4.57,36.01
potato,40.19,12.37,19.29,19.57
potato,58.36,20.13,16.37,18.19
potato,60.71,28.39,17.64,19.17
potato,63.0,27.35,5.64,23.84
potato,33.31,40.3,19.33,34.18
potato,34.23,17.52,6.6,28.7
potato,54.6,18.82,9.08,19.24
potato,33.15,44.37,7.44,42.0
potato,35.13,25.11,0.83,37.79
potato,40.99,27.67,2.43,33.4
potato,21.79,18.8,2.86,36.68
potato,67.47,39.91,3.93,29.28
potato,39.51,10.69,16.69,20.16
potato,41.39,41.45,2.69,39.12
potato,17.63,23.95,2.8,42.0
potato,25.28,19.21,12.19,32.75
potato,17.58,44.08,3.93,42.0
potato,56.37,21.86,2.32,23.84
potato,49.53,29.83,9.57,27.71
potato,39.75,35.63,1.38,38.4
potato,13.47,14.92,18.92,32.56
potato,36.24,24.12,2.21,32.27
potato,38.6,36.73,4.48,36.76
potato,38.85,44.72,17.41,32.92
potato,56.07,11.42,1.97,23.24
potato,22.18,24.07,28.04,29.21
potato,52.56,30.52,6.63,24.96
potato,44.62,21.98,1.31,31.22
potato,29.74,23.7,4.56,33.47
potato,30.58,24.37,19.12,29.12
potato,12.51,27.61,13.16,40.51
potato,65.21,11.72,12.78,15.46
potato,62.58,10.67,19.78,13.49
potato,65.99,33.0,8.67,25.05
potato,51.39,26.86,1.99,28.23
potato,22.86,12.26,12.81,30.73
potato,59.03,40.14,14.34,29.34
potato,10.77,34.33,8.12,42.0
potato,31.01,42.1,2.16,42.0
potato,50.29,10.15,38.78,8.0
potato,22.86,30.48,8.78,36.94
potato,12.05,21.19,24.95,33.9
potato,51.89,20.88,1.57,27.28
potato,26.35,39.11,59.04,15.5
potato,18.4,21.27,12.96,35.39
potato,14.51,43.02,6.81,42.0
potato,55.33,31.24,14.78,22.12
potato,48.28,32.01,12.1,27.33
potato,22.94,12.93,9.89,32.47
potato,40.84,39.02,8.8,35.95
potato,12.29,31.53,26.41,39.38
potato,19.45,30.8,13.51,38.38
potato,23.65,16.0,16.52,29.53
potato,46.57,32.52,1.38,32.65
potato,28.8,26.18,7.42,36.75
